experiment,image_filename,layer,coverage,center_dist
best-t2.1-alpha,Tardigrade_011_0015.png,10_C2PSA_Attention,0.023024458,0.29704684103089596
best-t2.1-alpha,Tardigrade_011_0015.png,16,0.22016071,0.22614231244794916
best-t2.1-alpha,Tardigrade_011_0015.png,19,0.17246197,0.33649250471776665
best-t2.1-alpha,Tardigrade_011_0015.png,22,0.04287629,0.15199923585885922
best-t2.1-alpha,Tardigrade_011_0012.png,10_C2PSA_Attention,0.11928128,0.19923728354781212
best-t2.1-alpha,Tardigrade_011_0012.png,16,0.30011833,0.1591835783100508
best-t2.1-alpha,Tardigrade_011_0012.png,19,0.08583145,0.177822687934764
best-t2.1-alpha,Tardigrade_011_0012.png,22,0.06155377,0.20316643195972742
best-t2.1-alpha,Tardigrade_011_0017.png,10_C2PSA_Attention,0.023940539,0.19994562342026087
best-t2.1-alpha,Tardigrade_011_0017.png,16,0.20110275,0.23175134842918818
best-t2.1-alpha,Tardigrade_011_0017.png,19,0.19717576,0.16331935224842056
best-t2.1-alpha,Tardigrade_011_0017.png,22,0.055951316,0.09978835424799103
best-t2.1-alpha,Tardigrade_02.JPG,10_C2PSA_Attention,0.026973903,0.1828581987603634
best-t2.1-alpha,Tardigrade_02.JPG,16,0.40625766,0.029299453655003683
best-t2.1-alpha,Tardigrade_02.JPG,19,0.45306846,0.04127493518708357
best-t2.1-alpha,Tardigrade_02.JPG,22,0.04415964,0.1442127056873404
best-t2.1-alpha,Tardigrade_012_0003.png,10_C2PSA_Attention,0.05650372,0.02705753870881497
best-t2.1-alpha,Tardigrade_012_0003.png,16,0.19591811,0.058402062481725706
best-t2.1-alpha,Tardigrade_012_0003.png,19,0.46165144,0.11472472502339283
best-t2.1-alpha,Tardigrade_012_0003.png,22,0.11041795,0.08264893948522034
best-t2.1-alpha,Tardigrade_011_0059.png,10_C2PSA_Attention,0.56419134,0.05683531174748575
best-t2.1-alpha,Tardigrade_011_0059.png,16,0.28768012,0.12152137483261807
best-t2.1-alpha,Tardigrade_011_0059.png,19,0.0895867,0.11233957753167387
best-t2.1-alpha,Tardigrade_011_0059.png,22,0.03895325,0.11614249412331638
best-t2.1-alpha,Tardigrade_011_0077.png,10_C2PSA_Attention,0.5980552,0.0863588964118974
best-t2.1-alpha,Tardigrade_011_0077.png,16,0.34049836,0.13434572054258406
best-t2.1-alpha,Tardigrade_011_0077.png,19,0.4135207,0.02851351587360021
best-t2.1-alpha,Tardigrade_011_0077.png,22,0.057563726,0.3379568083472964
best-t2.1-alpha,Tardigrade_011_0019.png,10_C2PSA_Attention,0.016797354,0.16210806840070777
best-t2.1-alpha,Tardigrade_011_0019.png,16,0.29322416,0.14522446418248702
best-t2.1-alpha,Tardigrade_011_0019.png,19,0.18520652,0.08160211732000701
best-t2.1-alpha,Tardigrade_011_0019.png,22,0.04186807,0.10019574936517572
best-t2.1-alpha,Tardigrade_011_0001.png,10_C2PSA_Attention,0.13829823,0.1674352016488127
best-t2.1-alpha,Tardigrade_011_0001.png,16,0.30045977,0.19764513157082395
best-t2.1-alpha,Tardigrade_011_0001.png,19,0.4866435,0.17835138346778634
best-t2.1-alpha,Tardigrade_011_0001.png,22,0.08646499,0.13625711895246173
best-t2.1-alpha,Tardigrade_011_0009.png,10_C2PSA_Attention,0.37927663,0.3668796179047562
best-t2.1-alpha,Tardigrade_011_0009.png,16,0.23812355,0.26374991661484937
best-t2.1-alpha,Tardigrade_011_0009.png,19,0.32917777,0.24388182198535777
best-t2.1-alpha,Tardigrade_011_0009.png,22,0.053036973,0.2166507597796386
best-t2.1-alpha,Tardigrade_011_0002.png,10_C2PSA_Attention,0.20642708,0.05867077712541526
best-t2.1-alpha,Tardigrade_011_0002.png,16,0.28926373,0.2055146658880399
best-t2.1-alpha,Tardigrade_011_0002.png,19,0.5557259,0.19520265847153379
best-t2.1-alpha,Tardigrade_011_0002.png,22,0.10462294,0.1120881597879496
best-t2.1-alpha,Tardigrade_011_0038.png,10_C2PSA_Attention,0.43899643,0.21173991306336074
best-t2.1-alpha,Tardigrade_011_0038.png,16,0.23480782,0.12796793632757056
best-t2.1-alpha,Tardigrade_011_0038.png,19,0.023095815,0.1745856666505136
best-t2.1-alpha,Tardigrade_011_0038.png,22,0.031367112,0.19507505564567545
best-t2.1-alpha,Tardigrade_011_0050.png,10_C2PSA_Attention,0.53479105,0.10870584795120761
best-t2.1-alpha,Tardigrade_011_0050.png,16,0.2533617,0.1191153913717617
best-t2.1-alpha,Tardigrade_011_0050.png,19,0.036643017,0.08065213302628452
best-t2.1-alpha,Tardigrade_011_0050.png,22,0.02490992,0.08197065215770512
best-t2.1-alpha,Tardigrade_011_0035.png,10_C2PSA_Attention,0.5540332,0.04066727260760577
best-t2.1-alpha,Tardigrade_011_0035.png,16,0.16593306,0.1620685992896821
best-t2.1-alpha,Tardigrade_011_0035.png,19,0.03903639,0.2993024543252648
best-t2.1-alpha,Tardigrade_011_0035.png,22,0.020085515,0.15824384333614347
best-t2.1-alpha,Tardigrade_04.JPG,10_C2PSA_Attention,0.0073493454,0.4309919467524542
best-t2.1-alpha,Tardigrade_04.JPG,16,0.26404762,0.26833123855798924
best-t2.1-alpha,Tardigrade_04.JPG,19,0.093290724,0.36289345644854
best-t2.1-alpha,Tardigrade_04.JPG,22,0.07399896,0.3813603365509001
best-t2.1-alpha,Tardigrade_011_0007.png,10_C2PSA_Attention,0.5698943,0.09775176906850715
best-t2.1-alpha,Tardigrade_011_0007.png,16,0.16775651,0.11360396661737185
best-t2.1-alpha,Tardigrade_011_0007.png,19,0.44164798,0.1566366746897839
best-t2.1-alpha,Tardigrade_011_0007.png,22,0.08335591,0.12158637275916902
best-t2.1-alpha,Tardigrade_011_0067.png,10_C2PSA_Attention,0.6268226,0.053029964747053175
best-t2.1-alpha,Tardigrade_011_0067.png,16,0.26165873,0.14666569679394137
best-t2.1-alpha,Tardigrade_011_0067.png,19,0.032603905,0.11882157376903561
best-t2.1-alpha,Tardigrade_011_0067.png,22,0.024938583,0.055767476673761675
best-t2.1-alpha,Tardigrade_011_0023.png,10_C2PSA_Attention,5.237606e-06,0.14058080154053326
best-t2.1-alpha,Tardigrade_011_0023.png,16,0.19455288,0.17296892329944308
best-t2.1-alpha,Tardigrade_011_0023.png,19,0.16501017,0.24410588511976392
best-t2.1-alpha,Tardigrade_011_0023.png,22,0.016326793,0.16712687107003302
best-t2.1-alpha,Tardigrade_011_0088.png,10_C2PSA_Attention,0.6233443,0.13049085451433107
best-t2.1-alpha,Tardigrade_011_0088.png,16,0.3592438,0.038256724182469545
best-t2.1-alpha,Tardigrade_011_0088.png,19,0.1325403,0.14874485823107017
best-t2.1-alpha,Tardigrade_011_0088.png,22,0.023521598,0.19503372622742743
best-t2.1-alpha,Tardigrade_011_0011.png,10_C2PSA_Attention,0.1008793,0.12910736880356585
best-t2.1-alpha,Tardigrade_011_0011.png,16,0.24466124,0.18987180022096273
best-t2.1-alpha,Tardigrade_011_0011.png,19,0.17157274,0.19572144303212197
best-t2.1-alpha,Tardigrade_011_0011.png,22,0.04110796,0.1424947781903264
best-t2.1-alpha,Tardigrade_011_0013.png,10_C2PSA_Attention,0.01928129,0.04063198618006938
best-t2.1-alpha,Tardigrade_011_0013.png,16,0.20371352,0.14160867380628528
best-t2.1-alpha,Tardigrade_011_0013.png,19,0.09929065,0.20900081788127925
best-t2.1-alpha,Tardigrade_011_0013.png,22,0.041449167,0.1259649020647157
best-t2.1-alpha,Tardigrade_011_0069.png,10_C2PSA_Attention,0.52810544,0.050671162953069275
best-t2.1-alpha,Tardigrade_011_0069.png,16,0.21776752,0.14663594049526996
best-t2.1-alpha,Tardigrade_011_0069.png,19,0.031912472,0.2021848786261146
best-t2.1-alpha,Tardigrade_011_0069.png,22,0.017779881,0.10046651771038331
best-t2.1-alpha,Tardigrade_011_0018.png,10_C2PSA_Attention,0.00056513783,0.22574281750283492
best-t2.1-alpha,Tardigrade_011_0018.png,16,0.18964563,0.2097230671571348
best-t2.1-alpha,Tardigrade_011_0018.png,19,0.12874307,0.25332095114920894
best-t2.1-alpha,Tardigrade_011_0018.png,22,0.018364366,0.23991303496510127
best-t2.1-alpha,Tardigrade_01_0002.png,10_C2PSA_Attention,0.4289836,0.3876406523847059
best-t2.1-alpha,Tardigrade_01_0002.png,16,0.44118983,0.4113036484335569
best-t2.1-alpha,Tardigrade_01_0002.png,19,0.11010917,0.4413415790417528
best-t2.1-alpha,Tardigrade_01_0002.png,22,0.07595213,0.5459999323224412
best-t2.1-alpha,Tardigrade_011_0027.png,10_C2PSA_Attention,0.59686524,0.05532726355795357
best-t2.1-alpha,Tardigrade_011_0027.png,16,0.12914354,0.11466018195544952
best-t2.1-alpha,Tardigrade_011_0027.png,19,0.036502436,0.09568297620552699
best-t2.1-alpha,Tardigrade_011_0027.png,22,0.03973496,0.03772814701733798
best-t2.1-alpha,Tardigrade_Glocken_01.JPG,10_C2PSA_Attention,0.28197935,0.19049535451743013
best-t2.1-alpha,Tardigrade_Glocken_01.JPG,16,0.058179356,0.6709026411780727
best-t2.1-alpha,Tardigrade_Glocken_01.JPG,19,0.34270063,0.3281395095960266
best-t2.1-alpha,Tardigrade_Glocken_01.JPG,22,0.0055846274,0.8531840379248256
best-t2.1-alpha,Tardigrade_011_0086.png,10_C2PSA_Attention,0.020160427,0.15828637850025742
best-t2.1-alpha,Tardigrade_011_0086.png,16,0.30890745,0.04128983028453337
best-t2.1-alpha,Tardigrade_011_0086.png,19,0.3307895,0.10103116174505378
best-t2.1-alpha,Tardigrade_011_0086.png,22,0.027918102,0.22970083250963835
best-t2.1-alpha,Tardigrade_011_0008.png,10_C2PSA_Attention,0.45069867,0.2012916194879072
best-t2.1-alpha,Tardigrade_011_0008.png,16,0.17053916,0.1673559961600223
best-t2.1-alpha,Tardigrade_011_0008.png,19,0.08193541,0.09869594735206415
best-t2.1-alpha,Tardigrade_011_0008.png,22,0.06416983,0.13889675838402502
best-t2.2-gauss,Tardigrade_011_0065.png,10_C2PSA_Attention,0.4905566,0.22598763190799237
best-t2.2-gauss,Tardigrade_011_0065.png,16,0.08124031,0.15192777422295958
best-t2.2-gauss,Tardigrade_011_0065.png,19,0.4400255,0.14976335259663232
best-t2.2-gauss,Tardigrade_011_0065.png,22,0.04537206,0.0447443934703308
best-t2.2-gauss,Tardigrade_011_0063.png,10_C2PSA_Attention,0.69733816,0.03794126357601088
best-t2.2-gauss,Tardigrade_011_0063.png,16,0.32217637,0.10799706434240477
best-t2.2-gauss,Tardigrade_011_0063.png,19,0.33828947,0.154897174841631
best-t2.2-gauss,Tardigrade_011_0063.png,22,0.058851194,0.13676989200599213
best-t2.2-gauss,Tardigrade_011_0010.png,10_C2PSA_Attention,0.4954234,0.08581197715001829
best-t2.2-gauss,Tardigrade_011_0010.png,16,0.3562902,0.2122495128271025
best-t2.2-gauss,Tardigrade_011_0010.png,19,0.41717732,0.28082807294416895
best-t2.2-gauss,Tardigrade_011_0010.png,22,0.082020566,0.018426763947101747
best-t2.2-gauss,Tardigrade_012_0002.png,10_C2PSA_Attention,0.43589345,0.1365228627362676
best-t2.2-gauss,Tardigrade_012_0002.png,16,0.41118354,0.0880702780846749
best-t2.2-gauss,Tardigrade_012_0002.png,19,0.6798299,0.100858050187601
best-t2.2-gauss,Tardigrade_012_0002.png,22,0.1005323,0.1205607568913113
best-t2.2-gauss,Tardigrade_011_0080.png,10_C2PSA_Attention,0.5705003,0.19346628575030825
best-t2.2-gauss,Tardigrade_011_0080.png,16,0.11731686,0.21750853649396742
best-t2.2-gauss,Tardigrade_011_0080.png,19,0.39468196,0.1289520466693538
best-t2.2-gauss,Tardigrade_011_0080.png,22,0.035856295,0.3688551166170281
best-t2.2-gauss,Tardigrade_011_0005.png,10_C2PSA_Attention,0.71771955,0.08812184756298737
best-t2.2-gauss,Tardigrade_011_0005.png,16,0.39995858,0.15816534934921628
best-t2.2-gauss,Tardigrade_011_0005.png,19,0.2466684,0.13643662906830353
best-t2.2-gauss,Tardigrade_011_0005.png,22,0.108004875,0.03931597952936149
best-t2.2-gauss,Tardigrade_011_0016.png,10_C2PSA_Attention,0.67119706,0.10381078123589595
best-t2.2-gauss,Tardigrade_011_0016.png,16,0.3109353,0.182932741305488
best-t2.2-gauss,Tardigrade_011_0016.png,19,0.26366395,0.1293747305963519
best-t2.2-gauss,Tardigrade_011_0016.png,22,0.012440148,0.10229938663142414
best-t2.2-gauss,Tardigrade_012_0001.png,10_C2PSA_Attention,0.48158747,0.12349472116439013
best-t2.2-gauss,Tardigrade_012_0001.png,16,0.14173542,0.07873163917096412
best-t2.2-gauss,Tardigrade_012_0001.png,19,0.6850238,0.08738849881378362
best-t2.2-gauss,Tardigrade_012_0001.png,22,0.11793591,0.09257379784303132
best-t2.2-gauss,Tardigrade_012_0006.png,10_C2PSA_Attention,0.6194738,0.10397946611826575
best-t2.2-gauss,Tardigrade_012_0006.png,16,0.1814861,0.04514796021962749
best-t2.2-gauss,Tardigrade_012_0006.png,19,0.2307275,0.0874908016108941
best-t2.2-gauss,Tardigrade_012_0006.png,22,0.1035293,0.1429217612020802
best-t2.2-gauss,Tardigrade_011_0055.png,10_C2PSA_Attention,0.6311385,0.033976823162078
best-t2.2-gauss,Tardigrade_011_0055.png,16,0.076975636,0.1315752255376836
best-t2.2-gauss,Tardigrade_011_0055.png,19,0.057111792,0.13225241598107998
best-t2.2-gauss,Tardigrade_011_0055.png,22,0.042274307,0.15170835277274455
best-t2.2-gauss,Tardigrade_012_0005.png,10_C2PSA_Attention,0.49651465,0.03582446002526714
best-t2.2-gauss,Tardigrade_012_0005.png,16,0.16594769,0.014444957301016956
best-t2.2-gauss,Tardigrade_012_0005.png,19,0.7084146,0.03864599767448376
best-t2.2-gauss,Tardigrade_012_0005.png,22,0.13228355,0.09437281081961697
best-t2.2-gauss,Tardigrade_01_0010.png,10_C2PSA_Attention,0.00089766225,0.5826898046735165
best-t2.2-gauss,Tardigrade_01_0010.png,16,0.11685868,0.5304582390591169
best-t2.2-gauss,Tardigrade_01_0010.png,19,0.24236073,0.5066855373325954
best-t2.2-gauss,Tardigrade_01_0010.png,22,0.6903658,0.5232368516072331
best-t2.2-gauss,Tardigrade_011_0003.png,10_C2PSA_Attention,0.76105285,0.051008001645605094
best-t2.2-gauss,Tardigrade_011_0003.png,16,0.37900186,0.15793765542711016
best-t2.2-gauss,Tardigrade_011_0003.png,19,0.3113309,0.18430994350874305
best-t2.2-gauss,Tardigrade_011_0003.png,22,0.08755978,0.06638572728815358
best-t2.2-gauss,Tardigrade_011_0075.png,10_C2PSA_Attention,0.0003235762,0.4781553399520451
best-t2.2-gauss,Tardigrade_011_0075.png,16,0.36294687,0.1435496412234103
best-t2.2-gauss,Tardigrade_011_0075.png,19,0.14317834,0.17234147334299577
best-t2.2-gauss,Tardigrade_011_0075.png,22,0.08150256,0.06841495324479199
best-t2.2-gauss,Tardigrade_01_0008.png,10_C2PSA_Attention,0.0056274007,0.6264102411595285
best-t2.2-gauss,Tardigrade_01_0008.png,16,0.17762682,0.5140719030294552
best-t2.2-gauss,Tardigrade_01_0008.png,19,0.33503324,0.42237136463525526
best-t2.2-gauss,Tardigrade_01_0008.png,22,0.024674652,0.5606138366109483
best-t2.2-gauss,Tardigrade_06.JPG,10_C2PSA_Attention,0.00020336924,1.1721097552912316
best-t2.2-gauss,Tardigrade_06.JPG,16,0.16432482,0.5287013538367108
best-t2.2-gauss,Tardigrade_06.JPG,19,0.19649626,0.39968854929615216
best-t2.2-gauss,Tardigrade_06.JPG,22,0.016461302,0.6905578946840225
best-t2.2-gauss,Tardigrade_011_0031.png,10_C2PSA_Attention,0.69661415,0.1129614590039859
best-t2.2-gauss,Tardigrade_011_0031.png,16,0.30673727,0.1529633475959821
best-t2.2-gauss,Tardigrade_011_0031.png,19,0.4932902,0.1472136567234927
best-t2.2-gauss,Tardigrade_011_0031.png,22,0.011304709,0.07879250878296272
best-t2.2-gauss,Tardigrade_011_0020.png,10_C2PSA_Attention,0.71903366,0.10310595565538619
best-t2.2-gauss,Tardigrade_011_0020.png,16,0.3519297,0.14435071240466338
best-t2.2-gauss,Tardigrade_011_0020.png,19,0.53773427,0.22351446633209707
best-t2.2-gauss,Tardigrade_011_0020.png,22,0.019732907,0.09749211865823854
best-t2.2-gauss,Tardigrade_011_0084.png,10_C2PSA_Attention,0.38388032,0.026975575617599182
best-t2.2-gauss,Tardigrade_011_0084.png,16,0.083170265,0.17088346991721634
best-t2.2-gauss,Tardigrade_011_0084.png,19,0.08684488,0.30563727043634276
best-t2.2-gauss,Tardigrade_011_0084.png,22,0.6741435,0.1317624689661907
best-t2.2-gauss,Tardigrade_01_0006.png,10_C2PSA_Attention,0.5732306,0.41635938671935074
best-t2.2-gauss,Tardigrade_01_0006.png,16,0.35630736,0.4480408982654012
best-t2.2-gauss,Tardigrade_01_0006.png,19,0.39132184,0.4221887535136532
best-t2.2-gauss,Tardigrade_01_0006.png,22,0.752208,0.45351610838658146
best-t2.2-gauss,Tardigrade_08.JPG,10_C2PSA_Attention,0.60592586,0.04642601297418762
best-t2.2-gauss,Tardigrade_08.JPG,16,0.27277693,0.3936882312827012
best-t2.2-gauss,Tardigrade_08.JPG,19,0.20724608,0.5611413040475496
best-t2.2-gauss,Tardigrade_08.JPG,22,0.7081788,0.1795725902270879
best-t2.2-gauss,Tardigrade_011_0073.png,10_C2PSA_Attention,0.6690958,0.06156523698003925
best-t2.2-gauss,Tardigrade_011_0073.png,16,0.36229205,0.13776112914464592
best-t2.2-gauss,Tardigrade_011_0073.png,19,0.15805393,0.15954088564595886
best-t2.2-gauss,Tardigrade_011_0073.png,22,0.058440693,0.0995581511617177
best-t2.2-gauss,Tardigrade_011_0006.png,10_C2PSA_Attention,0.7782568,0.09871667861381327
best-t2.2-gauss,Tardigrade_011_0006.png,16,0.20117503,0.13524420793328992
best-t2.2-gauss,Tardigrade_011_0006.png,19,0.4564415,0.17427213468938385
best-t2.2-gauss,Tardigrade_011_0006.png,22,0.09272383,0.024315514312402985
best-t2.2-gauss,Tardigrade_012_0004.png,10_C2PSA_Attention,0.4858778,0.05659584933843032
best-t2.2-gauss,Tardigrade_012_0004.png,16,0.16036497,0.019671333621333525
best-t2.2-gauss,Tardigrade_012_0004.png,19,0.18226007,0.06450811914704288
best-t2.2-gauss,Tardigrade_012_0004.png,22,0.13100442,0.12110840199903865
best-t2.2-gauss,Tardigrade_011_0004.png,10_C2PSA_Attention,0.7127963,0.15642548693464467
best-t2.2-gauss,Tardigrade_011_0004.png,16,0.40325072,0.14963111974940868
best-t2.2-gauss,Tardigrade_011_0004.png,19,0.5147217,0.18020178448127114
best-t2.2-gauss,Tardigrade_011_0004.png,22,0.10185198,0.00834640864904795
best-t2.2-gauss,Tardigrade_011_0014.png,10_C2PSA_Attention,0.005489631,0.3615746042488698
best-t2.2-gauss,Tardigrade_011_0014.png,16,0.092661195,0.1684698771836103
best-t2.2-gauss,Tardigrade_011_0014.png,19,0.13267018,0.1836231568526621
best-t2.2-gauss,Tardigrade_011_0014.png,22,0.52714634,0.36160730210402836
best-t2.2-gauss,Tardigrade_01_0004.png,10_C2PSA_Attention,0.42161864,0.46266156794375984
best-t2.2-gauss,Tardigrade_01_0004.png,16,0.070794344,0.47667746878651496
best-t2.2-gauss,Tardigrade_01_0004.png,19,0.033835158,0.5027204398128939
best-t2.2-gauss,Tardigrade_01_0004.png,22,0.66974926,0.4821164963411546
best-t2.2-gauss,Tardigrade_011_0044.png,10_C2PSA_Attention,0.00019651534,0.3457158643598703
best-t2.2-gauss,Tardigrade_011_0044.png,16,0.053890448,0.15334885456879388
best-t2.2-gauss,Tardigrade_011_0044.png,19,0.05926352,0.15582049018983787
best-t2.2-gauss,Tardigrade_011_0044.png,22,0.0053507923,0.07749593148682832
best-t2.2-gauss,Tardigrade_010.JPG,10_C2PSA_Attention,0.44518584,0.09597065275176424
best-t2.2-gauss,Tardigrade_010.JPG,16,0.0946135,0.14752799740805822
best-t2.2-gauss,Tardigrade_010.JPG,19,0.017051198,0.09956723690625797
best-t2.2-gauss,Tardigrade_010.JPG,22,0.0072297878,0.026861096905394084
best-t2.2-gauss,Tardigrade_011_0015.png,10_C2PSA_Attention,0.6267108,0.0878243190451788
best-t2.2-gauss,Tardigrade_011_0015.png,16,0.32797584,0.19327642703634712
best-t2.2-gauss,Tardigrade_011_0015.png,19,0.099686846,0.1542082660786184
best-t2.2-gauss,Tardigrade_011_0015.png,22,0.07153873,0.06000751288417135
best-t2.2-gauss,Tardigrade_011_0012.png,10_C2PSA_Attention,0.6946991,0.11469815324085753
best-t2.2-gauss,Tardigrade_011_0012.png,16,0.37226087,0.13994669913913965
best-t2.2-gauss,Tardigrade_011_0012.png,19,0.5492117,0.15526473337473376
best-t2.2-gauss,Tardigrade_011_0012.png,22,0.063435316,0.07069019875892325
best-t2.2-gauss,Tardigrade_011_0017.png,10_C2PSA_Attention,0.712479,0.09409159561678712
best-t2.2-gauss,Tardigrade_011_0017.png,16,0.13024887,0.19604394660452323
best-t2.2-gauss,Tardigrade_011_0017.png,19,0.28621504,0.1701886481426603
best-t2.2-gauss,Tardigrade_011_0017.png,22,0.058132377,0.02946908770866584
best-t2.2-gauss,Tardigrade_02.JPG,10_C2PSA_Attention,0.43464026,0.08828491967993984
best-t2.2-gauss,Tardigrade_02.JPG,16,0.25055686,0.03929229345794923
best-t2.2-gauss,Tardigrade_02.JPG,19,0.14792025,0.0782510299427363
best-t2.2-gauss,Tardigrade_02.JPG,22,0.42463148,0.029156151385935372
best-t2.2-gauss,Tardigrade_012_0003.png,10_C2PSA_Attention,0.4910135,0.0908075017391526
best-t2.2-gauss,Tardigrade_012_0003.png,16,0.43615845,0.06243193320349711
best-t2.2-gauss,Tardigrade_012_0003.png,19,0.20111813,0.021902226515765434
best-t2.2-gauss,Tardigrade_012_0003.png,22,0.14559077,0.04632039908983697
best-t2.2-gauss,Tardigrade_011_0059.png,10_C2PSA_Attention,0.00010409887,0.31244997015560927
best-t2.2-gauss,Tardigrade_011_0059.png,16,0.2982208,0.1148925288788535
best-t2.2-gauss,Tardigrade_011_0059.png,19,0.44663444,0.15513177758719232
best-t2.2-gauss,Tardigrade_011_0059.png,22,0.024537645,0.045052010217259505
best-t2.2-gauss,Tardigrade_011_0077.png,10_C2PSA_Attention,0.6528214,0.029512819931592223
best-t2.2-gauss,Tardigrade_011_0077.png,16,0.38722837,0.14775939626907603
best-t2.2-gauss,Tardigrade_011_0077.png,19,0.096876025,0.1616941421800039
best-t2.2-gauss,Tardigrade_011_0077.png,22,0.04501202,0.32350195401777376
best-t2.2-gauss,Tardigrade_011_0019.png,10_C2PSA_Attention,0.6661286,0.19276995783674897
best-t2.2-gauss,Tardigrade_011_0019.png,16,0.117156774,0.13841616100819057
best-t2.2-gauss,Tardigrade_011_0019.png,19,0.042041015,0.16091861342409836
best-t2.2-gauss,Tardigrade_011_0019.png,22,0.026630448,0.07212020582672789
best-t2.2-gauss,Tardigrade_011_0001.png,10_C2PSA_Attention,0.6819213,0.16447563736177112
best-t2.2-gauss,Tardigrade_011_0001.png,16,0.17686968,0.1699151185519336
best-t2.2-gauss,Tardigrade_011_0001.png,19,0.17108652,0.20832546033048396
best-t2.2-gauss,Tardigrade_011_0001.png,22,0.094490014,0.02147162244492791
best-t2.2-gauss,Tardigrade_011_0009.png,10_C2PSA_Attention,0.5759087,0.07903293868273323
best-t2.2-gauss,Tardigrade_011_0009.png,16,0.13636173,0.22209456099676547
best-t2.2-gauss,Tardigrade_011_0009.png,19,0.07512963,0.1971988720551597
best-t2.2-gauss,Tardigrade_011_0009.png,22,0.06541525,0.009268785341103175
best-t2.2-gauss,Tardigrade_011_0002.png,10_C2PSA_Attention,0.6247491,0.24484430618459346
best-t2.2-gauss,Tardigrade_011_0002.png,16,0.39298278,0.17745042465767105
best-t2.2-gauss,Tardigrade_011_0002.png,19,0.25782254,0.16069401926948554
best-t2.2-gauss,Tardigrade_011_0002.png,22,0.10820735,0.02015937257895181
best-t2.2-gauss,Tardigrade_011_0038.png,10_C2PSA_Attention,0.6388984,0.14642580059405438
best-t2.2-gauss,Tardigrade_011_0038.png,16,0.27476835,0.12000689613162005
best-t2.2-gauss,Tardigrade_011_0038.png,19,0.47308987,0.11816354341439289
best-t2.2-gauss,Tardigrade_011_0038.png,22,0.010759169,0.11639052333648556
best-t2.2-gauss,Tardigrade_011_0050.png,10_C2PSA_Attention,0.67850405,0.03287769829221046
best-t2.2-gauss,Tardigrade_011_0050.png,16,0.056612685,0.09161099541801697
best-t2.2-gauss,Tardigrade_011_0050.png,19,0.02900677,0.09161299285407556
best-t2.2-gauss,Tardigrade_011_0050.png,22,0.024798337,0.09672112964314489
best-t2.2-gauss,Tardigrade_011_0035.png,10_C2PSA_Attention,0.6630135,0.06510048338642048
best-t2.2-gauss,Tardigrade_011_0035.png,16,0.039608587,0.10935372131981096
best-t2.2-gauss,Tardigrade_011_0035.png,19,0.04840902,0.10920350456249567
best-t2.2-gauss,Tardigrade_011_0035.png,22,0.007574166,0.16413252962235844
best-t2.2-gauss,Tardigrade_04.JPG,10_C2PSA_Attention,0.4581272,0.3120112742663557
best-t2.2-gauss,Tardigrade_04.JPG,16,0.29201728,0.27795658135612006
best-t2.2-gauss,Tardigrade_04.JPG,19,0.27881652,0.3282625908197885
best-t2.2-gauss,Tardigrade_04.JPG,22,0.05670689,0.3331835104131725
best-t2.2-gauss,Tardigrade_011_0007.png,10_C2PSA_Attention,0.73868823,0.05890396756992018
best-t2.2-gauss,Tardigrade_011_0007.png,16,0.13870405,0.11948264404879179
best-t2.2-gauss,Tardigrade_011_0007.png,19,0.17243989,0.1043479617281656
best-t2.2-gauss,Tardigrade_011_0007.png,22,0.072667964,0.10399809834655803
best-t2.2-gauss,Tardigrade_011_0067.png,10_C2PSA_Attention,0.0011374004,0.38770819401709194
best-t2.2-gauss,Tardigrade_011_0067.png,16,0.093252055,0.1540675079627697
best-t2.2-gauss,Tardigrade_011_0067.png,19,0.45872504,0.13114708514897502
best-t2.2-gauss,Tardigrade_011_0067.png,22,0.038795218,0.004813849450604669
best-t2.2-gauss,Tardigrade_011_0023.png,10_C2PSA_Attention,0.6596844,0.15453433580749384
best-t2.2-gauss,Tardigrade_011_0023.png,16,0.30603078,0.1358761382559609
best-t2.2-gauss,Tardigrade_011_0023.png,19,0.53720605,0.13814626056503154
best-t2.2-gauss,Tardigrade_011_0023.png,22,0.01148369,0.16231825298044494
best-t2.2-gauss,Tardigrade_011_0088.png,10_C2PSA_Attention,0.49416542,0.04688397711040081
best-t2.2-gauss,Tardigrade_011_0088.png,16,0.11159244,0.10398668976603839
best-t2.2-gauss,Tardigrade_011_0088.png,19,0.2763438,0.17426220565332526
best-t2.2-gauss,Tardigrade_011_0088.png,22,0.048187446,0.3371581801176524
best-t2.2-gauss,Tardigrade_011_0011.png,10_C2PSA_Attention,0.6677623,0.18064885759738722
best-t2.2-gauss,Tardigrade_011_0011.png,16,0.136586,0.1616113607480676
best-t2.2-gauss,Tardigrade_011_0011.png,19,0.2793025,0.13758321343290253
best-t2.2-gauss,Tardigrade_011_0011.png,22,0.08010784,0.020945553983720708
best-t2.2-gauss,Tardigrade_011_0013.png,10_C2PSA_Attention,0.6140137,0.03369642452184963
best-t2.2-gauss,Tardigrade_011_0013.png,16,0.30982178,0.08296219324492901
best-t2.2-gauss,Tardigrade_011_0013.png,19,0.248943,0.050823269043328276
best-t2.2-gauss,Tardigrade_011_0013.png,22,0.024597455,0.20424723863716254
best-t2.2-gauss,Tardigrade_011_0069.png,10_C2PSA_Attention,0.6753011,0.04928369662478982
best-t2.2-gauss,Tardigrade_011_0069.png,16,0.050837487,0.12036211566998353
